url,comment,year,photographer,number,road,suburb,lat,lon
http://purl.slwa.wa.gov.au/slwa_b1924075_2,"BA533/394: Interior of Perth AMP office, corner St Georges Tce and William St, 1914?",1914,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,WILLIAM STREET,PERTH,-31.954203,115.856602
http://purl.slwa.wa.gov.au/slwa_b1924080_2,"BA533/396: J.J. Lloyd, Deputy Postmaster General for W.A., in his office in the new General Post Office, Forrest Place, Perth, 1925",1925,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,FORREST PLACE,PERTH,-31.952311,115.859617
http://purl.slwa.wa.gov.au/slwa_b1924134_2,"BA533/406: Perth Soldiers' Institute dining room, 1918",1918,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1924254_2,"BA533/414: Sitting room at Perth Girl's School, ca.1915",1915,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1924298_2,"BA533/430: Switchroom of the Perth automatic telephone exchange, 1921",1921,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1924306_2,"BA533/457: Christmas at Perth Childrens' Hospital, 1922",1922,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1924307_2,"BA533/459: Back L-R: Maj. H. Wilkinson, Lady Pleasance Rous, Maj. Kerr-Pearse, Miss McMillan, Lady Mitchell. Sitting: Earl of Stradbroke Gov. of Vic., Lady McMillan, Sir Robert McMillan Lt Gov. of WA, Countess Stradbroke, Sir James Mitchell Premier, 1922",1922,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1924309_2,"BA533/466: L-R: J.R. Brown MLC, J.W. Hickey MLC, Maj. K.I. Nicholl A.D.C., Bernard Parker, J.W. Kirwan MLC, Governor Sir William Campion, Sir E.H. Wittenoom MLC, Dr Saw MLC, Vernon Hamersley MLC, E.A. Brown, J. Cornell, 10 August 1926",1926,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1924314_2,"BA533/507: Opening of Melrose Theatre, Perth, 1911",1911,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1924319_2,"BA533/533: Valdana river ferry, Swan River, Perth, ca.1925",1925,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1927159_2,"BA533/80: The Westralian Farmers Ltd building, 569-571 Wellington St., Perth, ca.1925",1925,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",571,WELLINGTON STREET,PERTH,-31.954171,115.867067
http://purl.slwa.wa.gov.au/slwa_b1931418_1,Cycloramic View of Perth,1892,"Jackson, J.S. (John Stuart), d.1903.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1934123_1,"291B: L-R Back: T. Flintoff, H. Pope, E.J.H. Nicholson, A.C.N. Olden, E.I. Margolin; Middle: S.R. Roberts, A.R.L. Wiltshire, J.P. Woods, T.L. Axford, R.P. Fitzgerald, C.H.E. Manning, F. O'Mahony; Front: A. Martyn, A.J. Bessell-Brown, Sir J. Talbot Hobbs,",1932,"Illustrations Ltd, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1938033_1,"555B/1: Perth Railway Station, ca.1882",1881,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1943567_1,Buildings in Perth 1860 - 1870,1860,"Stone, Alfred Hawes, 1801-1873, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1945029_2,"Panoramic view of Perth, Perth Water and Mill Point from Mount Eliza",1913,"Sands, A. G.",,MILL POINT ROAD,SOUTH PERTH,-31.966790,115.848420
http://purl.slwa.wa.gov.au/slwa_b1945057_1,"BA1145/3: The land cleared for building the Temple Court Buildings, north east corner of William St and The Esplanade, Perth, 1927-1928",1927,"Lambert, Reg A. (Reginald Adolphus), 1896-1995.",,WILLIAM STREET,PERTH,-31.954203,115.856602
http://purl.slwa.wa.gov.au/slwa_b1945073_001,"090179PD: Queen's Gardens, ca. 1910",1910,,,HAY STREET,EAST PERTH,-31.957640,115.875600
http://purl.slwa.wa.gov.au/slwa_b1952381_1,"BA1141/1: Perth looking East, 1890",1890,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1966047_1,Farming in the South-West of Western Australia.,1920,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1966847_1,"004039D: Hay Street, 1962",1962,Western Australia. Government Photographer.,,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b1966937_1,"006764PD: The AMP building, corner of William Street and St. George's Terrace, Perth, 1927. William St at right with the Goode, Durrant & Co. building under construction",1927,"Illustrations Ltd., photographer.",,WILLIAM STREET,PERTH,-31.954203,115.856602
http://purl.slwa.wa.gov.au/slwa_b1967237_001,"016744PD: Bay View Terrace, Claremont from the Railway Station. Election posters for the first Claremont municipal election to be held 13th August 1898 cover the store and bakery of E. Massey, 1898",1898,,,BAY VIEW TERRACE,CLAREMONT,-31.981511,115.780941
http://purl.slwa.wa.gov.au/slwa_b1968161_001,"025579PD: City Boot Palace, Perth, 1913",1913,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1969390_2,"BA533/55: Stock Exchange of Perth in the Stock Exhange Buildings, 49 St Georges Terrace, Perth, 1901?",1901,"Pickering, A. photographer.",49,ST GEORGES TERRACE,PERTH,-31.955813,115.858714
http://purl.slwa.wa.gov.au/slwa_b1969392_1,"BA533/77: Gardam Building, 138 Murray Street, Perth, 1920",1920,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",138,MURRAY STREET,PERTH,-31.953490,115.861350
http://purl.slwa.wa.gov.au/slwa_b1969395_2,"BA533/82: Cars for hire in Barrack Street, corner of Murray Street, Perth, 1920",1920,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,MURRAY STREET,PERTH,-31.953675,115.862715
http://purl.slwa.wa.gov.au/slwa_b1969401_2,"BA533/170: The Lion Boot Factory owned by Goode, Durrant & Co., Church Street, Perth, 1923",1923,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,CHURCH STREET,PERTH,-31.944010,115.858660
http://purl.slwa.wa.gov.au/slwa_b1969927_001,"304412PD: Demolition of Central Arcade to create Forrest Place, Perth, 1922",1922,,,FORREST PLACE,PERTH,-31.952311,115.859617
http://purl.slwa.wa.gov.au/slwa_b1970483_001,304415PD: Old Perth Gaol,1920,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1985989_1,"4501B: Passengers board the Bulwer St. tram in Hay Street, Perth, ca. 1905.",1905,,,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b1986340_1,"231585PD: Mingenew Silver Chain Centre, June 1954",1953,"Sundstrom, Marty A.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1986499_1,009537D: Hotel upper verandah,1940,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1988589_2,"4768B: Women sell goods in aid of the Belgian Relief Fund, Perth, 1914",1914,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1988625_2,"4788B: Lt General Sir John Monash laying the foundation stone on the Western Australian Jewish War Memorial of Perth in Kings Park, 19th December 1919",1919,,,FRASER AVENUE,PERTH,-31.954272,115.844307
http://purl.slwa.wa.gov.au/slwa_b1996488_1,"6909B/111: Perth Town Hall under construction, 28 October 1868",1868,"Stone, Alfred Hawes, 1801-1873, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2001624_2,"BA1226/1: Miss Yallingup tourist parlour coach, Perth, 1947",1947,"West Australian Newspapers, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2001647_2,"BA1226/2: Ferry Duchess II, Perth, ca.1945",1945,"West Australian Newspapers, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2001662_2,"BA1226/4: A woman boards trolley bus No. 2, route 1 to Kensington Street, East Perth, 1935",1935,,,KENSINGTON STREET,EAST PERTH,-31.949446,115.872719
http://purl.slwa.wa.gov.au/slwa_b2001689_2,"BA1226/6: United Ltd Buses double decker bus no.5 at a stop in William Street, Perth, December 1937",1937,"West Australian Newspapers, photographer.",,WILLIAM STREET,PERTH,-31.954203,115.856602
http://purl.slwa.wa.gov.au/slwa_b2001701_2,"BA1226/7: Steam train at Perth Railway Station platform, 1945",1945,"West Australian Newspapers, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2001708_2,"BA1226/9: Trams parked adjacent to the Car Barn near the WACA in East Perth, ca.1950",1950,"West Australian Newspapers, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2001734_2,"BA1226/10: Trolley buses in Wellington Street, Perth, ca.1950",1950,"West Australian Newspapers, photographer.",,WELLINGTON STREET,PERTH,-31.954171,115.867067
http://purl.slwa.wa.gov.au/slwa_b2001752_2,"BA1226/11: Passengers board a trolley bus in Havelock Street, West Perth, ca.1950",1950,"West Australian Newspapers, photographer.",,HAVELOCK STREET,WEST PERTH,-31.949980,115.843327
http://purl.slwa.wa.gov.au/slwa_b2001756_2,"BA1226/12: A policeman directs traffic in the intersection of St. Georges Terrace and William Street, Perth, ca.1935",1935,"West Australian Newspapers, photographers.",,WILLIAM STREET,PERTH,-31.954203,115.856602
http://purl.slwa.wa.gov.au/slwa_b2001762_2,"BA1226/13: The Trans Australian at Perth Station, ca.1935",1935,"West Australian Newspapers, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2006602_1,"010156PD: Perth, north from the Town Hall tower, 1923. Barrack and Beaufort Streets from bottom to top, Stirling Street at right",1923,"Illustrations Ltd., photographer.",,STIRLING STREET,PERTH,-31.942220,115.869431
http://purl.slwa.wa.gov.au/slwa_b2007078_1,112404PD: Fashions at the 1926 Perth Cup,1926,"Orloff, Izzy, 1891-1983.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2010528_001,"024560PD: A 1906 De Dion, one of the first cars in Perth owned by Police Inspector Simpson with Simpson's family and Queenie Quinn in the car, ca. 1907",1907,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2012876_1,"362512PD: Cathay Pacific air hostesses, Perth, 8 December 1977",1977,"Stevenson, Kinder & Scott Corporate Photography.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2014788_1,"140012PD: Wittenoom asbestos mine, 1960s",1960,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2029856_1,Hotel Esplanade and Perth water,,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2034953_1,"207193PD: Advertisement for Metropolitan Dental Company, Hay St, Perth, 1920s",1910,,,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b2036731_1,"Perth looking north from the town hall tower, 1870s",1870,,,,,NA,NA
http://www.slwa.wa.gov.au/images/uren/007101d.jpg,"007101D: Queen's Jubilee Parade on the Esplanade, from the Weld Club, 1897",1897,"Pickering, A.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2038931_1,"233201PD: St George's Terrace to King's Park, 1885",1885,,,FRASER AVENUE,PERTH,-31.954272,115.844307
http://purl.slwa.wa.gov.au/slwa_b2050799_1,"322723PD: Sammy Davis Jnr at a tribute held by the Variety Club of W.A., Perth, 14 October 1982",1982,"Stevenson, Kinder & Scott Corporate Photography.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2071955_1,"370138PD: BankWest Tower rising above the facade of what was the Palace Hotel, Perth, January 2000",2000,"Tonello, Dana.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2071956_1,"370139PD: Barrack Street south from the Perth Town Hall tower, January 2000",2000,"Tonello, Dana.",,BARRACK STREET,PERTH,-31.955371,115.859669
http://purl.slwa.wa.gov.au/slwa_b2071957_1,"370140PD: Myer, Wellington Street facade, Perth, January 2000",2000,"Tonello, Dana.",,WELLINGTON STREET,PERTH,-31.954171,115.867067
http://purl.slwa.wa.gov.au/slwa_b2071962_1,"370144PD: King Street, Perth, between Murray and Hay Streets, January 2000",2000,"Tonello, Dana.",,KING STREET,PERTH,-31.951506,115.855356
http://purl.slwa.wa.gov.au/slwa_b2071964_1,"370146PD: Perth from Kings Park, January 2000",2000,"Tonello, Dana.",,FRASER AVENUE,PERTH,-31.954272,115.844307
http://purl.slwa.wa.gov.au/slwa_b2071967_1,"370148PD: Pedestrian walkway and Railway Station, Wellington Street, Perth, January 2000",2000,"Tonello, Dana.",,WELLINGTON STREET,PERTH,-31.954171,115.867067
http://purl.slwa.wa.gov.au/slwa_b2071970_1,"370145PD: His Majesty's Theatre and Rydge's Hotel, Perth, January 2000",2000,"Tonello, Dana.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2080550_1,"BA1351/16 Panorama of Perth from the Swan River Foreshore, 1965 (?)",1965,"Lambert, Reg A. (Reginald Adolphus), 1896-1995.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2084963_2,"BA1271/2: W. J. Shackleton (left) and E. L. Mitchell at the Adelphi Hotel, Perth, 1 September 1955",1955,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2085245_2,"BA1271/22: Back row (L to R): Smith's chauffeur, Chas Battye, Phil Collier, Chas Diamond, ? , Geo. Lambert. Middle row: H. Boas, James Hardwick, A. J. Herman, Gordon Gooch. Front: ?, J. M. Smith, Jack Walsh, ca.1926",1926,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2091949_2,"BA1271/61: Perth from Kings Park, 1922",1922,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,FRASER AVENUE,PERTH,-31.954272,115.844307
http://purl.slwa.wa.gov.au/slwa_b2091964_2,"BA1271/63: Queen's Gardens, Perth, 1911 [from the print]",1911,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,HAY STREET,EAST PERTH,-31.957640,115.875600
http://purl.slwa.wa.gov.au/slwa_b2094004_2,"BA1271/80: Horse-drawn Royal Mail carrier in St George's Terrace, Perth, ca.1920",1920,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b2097337_2,"BA1271/122: Women at the starting line of the annual Swim Through Perth, 14 January 1922",1922,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2099507_2,"BA1271/147: Old Courthouse, Perth, ca.1920",1920,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2099536_2,"BA1271/157: Lena Mitchell (seated at centre facing camera) with F.W. Johnson of the Customs Dept. at left facing camera with his wife in the enclosure at the races, Perth, ca.1918",1918,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2100373_2,"BA1271/183: Back row (L to R): H.B. Jackson, K.C., Charles Diamond, Philip Collier, A.J. Burgess, J.M. Smith's chauffeur, A.J. Herman. Front row (L to R): Harold Boas, ? , Geof Burgoyne, J. McCallum Smith, Chas Smith, J. Charles, 1937",1937,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2100752_2,"BA1271/185: Padbury Buildings under construction, Forrest Place, Perth, 1925",1925,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,FORREST PLACE,PERTH,-31.952311,115.859617
http://purl.slwa.wa.gov.au/slwa_b2100755_2,"BA1271/186: Padbury Buildings, Forrest Place, Perth, ca.1926",1926,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,FORREST PLACE,PERTH,-31.952311,115.859617
http://purl.slwa.wa.gov.au/slwa_b2100769_2,"BA1271/187: Western Australian Bank, corner of St George's Terrace and William Street, Perth, 1925",1925,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,WILLIAM STREET,PERTH,-31.954203,115.856602
http://purl.slwa.wa.gov.au/slwa_b2101437_2,"BA1271/189: Display window at A.C. McCallum Ltd in Perth using flags celebrating the coronation of King George VI, 1937",1937,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2101450_2,"BA1271/190: E. S. Wigg & Son Ltd. Stationers & Printers, 669 Hay Street, Perth, 1926",1926,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",669,HAY STREET,PERTH,-31.954640,115.860269
http://purl.slwa.wa.gov.au/slwa_b2101468_2,"BA1271/192: Winterbottom Motor Company Ltd, 896-898 Hay Street, Perth, ca.1925",1925,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",898,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b2101479_2,"BA1271/193: Denny Bros. Ltd, 367-371 Murray Street, Perth, ca.1923",1923,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",371,MURRAY STREET,PERTH,-31.953675,115.862715
http://purl.slwa.wa.gov.au/slwa_b2101495_2,"BA1271/195: Perth College, Mt Lawley, 1916",1916,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2101528_2,"BA1271/198: A.A. Roe's Terrace Service Station, 169 St. George's Tce, Perth, ca.1925",1925,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",169,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b2101535_2,"BA1271/199: Perth Hospital administration block, ca.1928",1928,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2101543_2,"BA1271/200: Perth Hospital nurses' home, ca.1922",1922,"Mitchell, E. L. (Ernest Lund), 1876-1959 photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2101548_3,"BA1271/201: Britannia Building, William Street, Perth, ca.1930. Includes the Britannia Coffee Palace, A.C. Blacklaws Britannia Book Store & Lending Library, E. Jacques, fruiterer & Greengrocer and the Western Milk Palace",1930,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,WILLIAM STREET,PERTH,-31.954203,115.856602
http://purl.slwa.wa.gov.au/slwa_b2101698_2,"BA1271/203: 129-167 St George's Terrace,Perth, ca.1928",1928,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",167,ST GEORGES TERRACE,PERTH,-31.954525,115.854144
http://purl.slwa.wa.gov.au/slwa_b2101711_3,"BA1271/205: Massey-Harris building, 360 Murray Street, Perth, ca.1930",1930,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",360,MURRAY STREET,PERTH,-31.951240,115.854970
http://purl.slwa.wa.gov.au/slwa_b2101713_2,"BA1271/207: Department of Lands and Surveys, Cathedral Avenue, Perth, ca.1925",1925,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,CATHEDRAL AVENUE,PERTH,-31.955390,115.860498
http://purl.slwa.wa.gov.au/slwa_b2101725_2,"BA1271 /211: St. George's Cathedral, Perth, 1917",1917,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,ST GEORGES TERRACE,PERTH,-31.955861,115.861284
http://purl.slwa.wa.gov.au/slwa_b2101952_001,"214088PD: Lorrha, home of Timothy Michael Quinlan, 60 Florence Street, Perth. L to R: Aunt.., Grandparents Sarah Julia and Alfred Herman Pinn, Mother - Sarah Julia Quinlan holding baby Timothy Alfred Francis Quinlan, Father - Timothy Michael Quinlan, 191",1914,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2102882_3,"BA1271/212: Dalgety Buildings, 11 William Street, Perth, 1922",1922,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",11,WILLIAM STREET,PERTH,-31.954203,115.856602
http://purl.slwa.wa.gov.au/slwa_b2102899_2,"BA1271/217: Methodist Mission and Central Hall, 289 Murray Street, Perth, 1916",1916,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",289,MURRAY STREET,PERTH,-31.952525,115.857030
http://purl.slwa.wa.gov.au/slwa_b2102935_2,"BA1271/219: Trinity Congregational Church, Perth, ca.1920",1920,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2102939_2,"BA1271/220: Supreme Court building, Perth, ca.1920",1920,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2102950_3,"BA1271/222: Michelides Ltd. tobacco and cigarette factory, 80-82 Roe Street (corner Lake Street), Perth, ca.1925",1925,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",82,ROE STREET,PERTH,-31.949778,115.860844
http://purl.slwa.wa.gov.au/slwa_b2102999_2,"BA1271/224: Hackett Hall, the Public Library of Western Australia building, corner James and Museum Streets, Perth, ca.1935",1935,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,THE ESPLANADE,PERTH,-31.956360,115.858010
http://purl.slwa.wa.gov.au/slwa_b2103002_002,"013890PD: Inside Hackett Hall, Public Library of Western Australia, 1913",1913,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2103006_3,"BA1271/226: Perth Railway Station and northern Perth City from the General Post Office in Forrest Place, 1923",1923,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,FORREST PLACE,PERTH,-31.952311,115.859617
